Date/Time (hourly average)	SWD [W/m**2]	Origin of Values
2009-11-18T19	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-18T20	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-18T21	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-18T22	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-18T23	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-19T00	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-19T01	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-19T02	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-19T03	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-19T04	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-19T05	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-19T06	ø1	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-19T07	ø28	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-19T08	ø82	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-19T09	ø245	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-19T10	ø340	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-19T11	ø260	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-19T12	ø187	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-19T13	ø189	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-19T14	ø93	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-19T15	ø28	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-19T16	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-19T17	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-19T18	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-19T19	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-19T20	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-19T21	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-19T22	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-19T23	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-20T00	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-20T01	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-20T02	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-20T03	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-20T04	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-20T05	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-20T06	ø-0	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-20T07	ø22	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-20T08	ø91	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-20T09	ø132	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-20T10	ø193	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-20T11	ø169	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-20T12	ø141	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-20T13	ø103	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-20T14	ø60	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-20T15	ø8	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-20T16	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-20T17	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-20T18	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-20T19	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-20T20	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-20T21	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-20T22	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-20T23	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-21T00	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-21T01	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-21T02	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-21T03	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-21T04	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-21T05	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-21T06	ø-1	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-21T07	ø29	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-21T08	ø124	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-21T09	ø157	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-21T10	ø277	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-21T11	ø227	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-21T12	ø177	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-21T13	ø186	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-21T14	ø154	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-21T15	ø11	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-21T16	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-21T17	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-21T18	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-21T19	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-21T20	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-21T21	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-21T22	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-21T23	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-22T00	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-22T01	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-22T02	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-22T03	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-22T04	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-22T05	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-22T06	ø-1	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-22T07	ø19	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-22T08	ø39	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-22T09	ø58	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-22T10	ø81	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-22T11	ø62	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-22T12	ø41	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-22T13	ø26	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-22T14	ø38	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-22T15	ø4	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-22T16	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-22T17	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-22T18	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-22T19	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-22T20	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-22T21	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-22T22	ø-4	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-22T23	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-23T00	ø-4	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-23T01	ø-4	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-23T02	ø-4	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-23T03	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-23T04	ø-4	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-23T05	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-23T06	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-23T07	ø21	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-23T08	ø63	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-23T09	ø143	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-23T10	ø232	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-23T11	ø180	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-23T12	ø76	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-23T13	ø63	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-23T14	ø51	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-23T15	ø8	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-23T16	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-23T17	ø-4	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-23T18	ø-4	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-23T19	ø-4	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-23T20	ø-4	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-23T21	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-23T22	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-23T23	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-24T00	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-24T01	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-24T02	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-24T03	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-24T04	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-24T05	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-24T06	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-24T07	ø12	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-24T08	ø43	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-24T09	ø60	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-24T10	ø105	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-24T11	ø226	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-24T12	ø190	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-24T13	ø111	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-24T14	ø57	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-24T15	ø9	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-24T16	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-24T17	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-24T18	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-24T19	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-24T20	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-24T21	ø-4	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-24T22	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-24T23	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-25T00	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-25T01	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-25T02	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-25T03	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-25T04	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-25T05	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-25T06	ø-1	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-25T07	ø57	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-25T08	ø187	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-25T09	ø291	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-25T10	ø368	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-25T11	ø374	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-25T12	ø264	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-25T13	ø269	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-25T14	ø160	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-25T15	ø18	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-25T16	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-25T17	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-25T18	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-25T19	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-25T20	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-25T21	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-25T22	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-25T23	ø-4	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-26T00	ø-5	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-26T01	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-26T02	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-26T03	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-26T04	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-26T05	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-26T06	ø-1	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-26T07	ø24	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-26T08	ø35	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-26T09	ø69	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-26T10	ø95	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-26T11	ø114	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-26T12	ø162	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-26T13	ø92	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-26T14	ø76	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-26T15	ø27	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-26T16	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-26T17	ø-4	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-26T18	ø-4	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-26T19	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-26T20	ø-4	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-26T21	ø-4	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-26T22	ø-4	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-26T23	ø-4	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-27T00	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-27T01	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-27T02	ø-3	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-27T03	ø-4	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-27T04	ø-4	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-27T05	ø-5	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-27T06	ø-2	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-27T07	ø31	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
2009-11-27T08	ø28	https://doi.pangaea.de/10.1594/PANGAEA.735575; https://doi.pangaea.de/10.1594/PANGAEA.735581
